company,barName,REF,reviewDate,cocoaPercent,companyLocation,rating,beanType,broadBeanOrigin,SouthAmericaCo,SouthAmericaBeans
Brasstown aka It's Chocolate,Chuao,1355,2014,0.7,U.S.A.,4,Trinitario,VENEZUELA,NO,YES
Brasstown aka It's Chocolate,Cooproagro,1125,2013,0.72,U.S.A.,3,Trinitario,DOMINICAN REPUBLIC,NO,NO
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,0.7,U.S.A.,3.25,NA,ECUADOR,NO,YES
Brasstown aka It's Chocolate,Ghana,1129,2013,0.75,U.S.A.,3.5,Forastero,GHANA,NO,NO
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,0.85,U.S.A.,3.5,Trinitario,VENEZUELA,NO,YES
Brazen,Elvesia P.,1514,2015,0.6,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Brazen,Elvesia P.,1514,2015,0.8,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Brazen,"Alta Verapaz, 2014",1514,2015,0.7,U.S.A.,3.5,NA,GUATEMALA,NO,NO
Brazen,Ambolikapiky P.,1518,2015,0.8,U.S.A.,2.75,NA,MADAGASCAR,NO,NO
Brazen,Maya Mountain,1518,2015,0.8,U.S.A.,3.25,Trinitario,BELIZE,NO,NO
Brazen,Ambolikapkly P.,1518,2015,0.6,U.S.A.,3.25,NA,MADAGASCAR,NO,NO
Breeze Mill,Jamaica,1149,2013,0.7,U.S.A.,3,Trinitario,JAMAICA,NO,NO
Bright,Somia Plantation,1231,2014,0.72,AUSTRALIA,3,Trinitario,MADAGASCAR,NO,NO
Bright,Marabel Farms,1231,2014,0.7,AUSTRALIA,3.5,NA,DOMINICAN REPUBLIC,NO,NO
Bright,"Camino Verde, Balao, Guayas",1231,2014,0.72,AUSTRALIA,3.5,NA,ECUADOR,NO,YES
Bright,Gran Couva,1235,2014,0.68,AUSTRALIA,2.75,Trinitario,TRINIDAD,NO,NO
Britarev,Ecuador,1638,2015,0.7,RUSSIA,3.25,NA,ECUADOR,NO,YES
Bronx Grrl Chocolate,Dominican Republic,1181,2013,0.68,U.S.A.,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Burnt Fork Bend,Trinidad,1299,2014,0.72,U.S.A.,3.25,Trinitario,TRINIDAD,NO,NO
Burnt Fork Bend,Mindo,1299,2014,0.72,U.S.A.,3.5,NA,ECUADOR,NO,YES
Burnt Fork Bend,Belize,1303,2014,0.72,U.S.A.,3.25,Trinitario,BELIZE,NO,NO
Burnt Fork Bend,Blend,1303,2014,0.72,U.S.A.,3.25,Blend, ,NO,NO
Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,0.6,U.S.A.,2.5,NA,ECUADOR,NO,YES
Cacao Arabuco,Puerto Rico,1606,2015,0.7,PUERTO RICO,2.5,NA,PUERTO RICO,NO,NO
Cacao Atlanta,Tumbes,1215,2014,0.75,U.S.A.,2.5,Criollo,PERU,NO,YES
Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,0.75,U.S.A.,2.5,NA,DOMINICAN REPUBLIC,NO,NO
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,0.75,U.S.A.,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Cacao Atlanta,Patanemo,600,2010,0.75,U.S.A.,2.25,NA,VENEZUELA,NO,YES
Cacao Barry,Grand 'Anse,1716,2016,0.65,FRANCE,3.5,"Trinitario, Criollo",HAITI,NO,NO
Cacao Barry,Santo Domingo,586,2010,0.7,FRANCE,3,NA,DOMINICAN REPUBLIC,NO,NO
Cacao Barry,Tanzania,300,2008,0.75,FRANCE,2,NA,TANZANIA,NO,NO
Cacao Barry,Venezuela,141,2007,0.72,FRANCE,2,NA,VENEZUELA,NO,YES
Cacao Barry,Mexico,147,2007,0.66,FRANCE,3,NA,MEXICO,NO,NO
Cacao de Origen,Chuao,1688,2015,0.77,VENEZUELA,3.5,Trinitario,VENEZUELA,YES,YES
Cacao de Origen,Rio Caribe,1692,2015,0.75,VENEZUELA,3.25,Trinitario,VENEZUELA,YES,YES
Cacao de Origen,Agua Fria; Sucre region,1391,2014,0.75,VENEZUELA,2.5,NA,VENEZUELA,YES,YES
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,0.74,VENEZUELA,3.25,NA,VENEZUELA,YES,YES
Cacao de Origen,"Chuao, Aragua region",1391,2014,0.75,VENEZUELA,3.5,Trinitario,VENEZUELA,YES,YES
Cacao de Origen,"Chuao, Aragua region",1395,2014,0.7,VENEZUELA,3.75,Trinitario,VENEZUELA,YES,YES
Cacao de Origin,Hacienda la Trinidad,1668,2015,0.74,VENEZUELA,3.25,NA,VENEZUELA,YES,YES
Cacao Hunters,Macondo,1816,2016,0.71,COLOMBIA,3.75,NA,COLOMBIA,YES,YES
Cacao Hunters,Perla Negra,1816,2016,0.74,COLOMBIA,3.75,NA,COLOMBIA,YES,YES
Cacao Hunters,Arhuacos,1662,2015,0.72,COLOMBIA,3.75,NA,COLOMBIA,YES,YES
Cacao Hunters,Sierra Nevada,1430,2014,0.64,COLOMBIA,3.5,NA,COLOMBIA,YES,YES
Cacao Hunters,Tumaco,1430,2014,0.7,COLOMBIA,3.5,NA,COLOMBIA,YES,YES
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,0.69,COLOMBIA,2.75,NA,COLOMBIA,YES,YES
Cacao Hunters,Arauca,1434,2014,0.7,COLOMBIA,3.25,NA,COLOMBIA,YES,YES
Cacao Market,"Jutiapa, lot 050916D",1860,2016,0.7,U.S.A.,3.5,Trinitario,HONDURAS,NO,NO
Cacao Prieto,"Criollo, Dominican Republic",991,2012,0.72,U.S.A.,3.75,Criollo,DOMINICAN REPUBLIC,NO,NO
Cacao Prieto,"Dominican Republicm, rustic",641,2011,0.72,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Cacao Prieto,Dominican Republic,641,2011,0.66,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Cacao Prieto,"Dominican Republic, rustic",647,2011,0.65,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Cacao Sampaka,"Mahali, Kasai",1908,2016,0.7,SPAIN,3.5,Criollo,CONGO,NO,NO
Cacao Sampaka,Madagascar,508,2010,0.71,SPAIN,3.5,Trinitario,MADAGASCAR,NO,NO
Cacao Sampaka,Ecuador,523,2010,0.71,SPAIN,3.75,NA,ECUADOR,NO,YES
Cacao Sampaka,Papua,523,2010,0.71,SPAIN,4,NA,PAPUA NEW GUINEA,NO,NO
Cacao Sampaka,Grenada,537,2010,0.71,SPAIN,3.25,Trinitario,GRENADA,NO,NO
Cacao Sampaka,Venezuela,537,2010,0.71,SPAIN,3.5,NA,VENEZUELA,NO,YES
Cacao Sampaka,Venezuela,537,2010,0.77,SPAIN,3.5,NA,VENEZUELA,NO,YES
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,0.7,SPAIN,4,Criollo,MEXICO,NO,NO
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,0.7,SPAIN,4,Criollo,MEXICO,NO,NO
Cacao Store,Madagascar,1684,2015,0.7,JAPAN,3,Trinitario,MADAGASCAR,NO,NO
Cacao Store,Peru,1684,2015,0.7,JAPAN,3.25,NA,PERU,NO,YES
Cacao Store,Vietnam,1684,2015,0.7,JAPAN,3.5,Trinitario,VIETNAM,NO,NO
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,0.7,PERU,3.25,NA,PERU,YES,YES
Cacaoyere (Ecuatoriana),Amazonia,237,2008,0.63,ECUADOR,3.5,Forastero (Arriba),ECUADOR,YES,YES
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,0.71,ECUADOR,3.5,Forastero (Arriba),ECUADOR,YES,YES
Cacaoyere (Ecuatoriana),Bolivar,245,2008,0.82,ECUADOR,2.5,Forastero (Arriba),ECUADOR,YES,YES
Cacaoyere (Ecuatoriana),Pichincha,259,2008,0.91,ECUADOR,1.5,Forastero (Arriba),ECUADOR,YES,YES
Callebaut,Grenade,296,2008,0.6,BELGIUM,2.75,Trinitario,GRENADA,NO,NO
Callebaut,Baking,141,2007,0.7,BELGIUM,1,NA,ECUADOR,NO,YES
C-Amaro,Cuba,1442,2014,0.75,ITALY,2.5,NA,CUBA,NO,NO
C-Amaro,Dominican Republic,1442,2014,0.72,ITALY,3,NA,DOMINICAN REPUBLIC,NO,NO
C-Amaro,"Lago di Como, Blu",1442,2014,0.7,ITALY,3.5,Blend, ,NO,NO
C-Amaro,Ecuador,1185,2013,1,ITALY,3.5,NA,ECUADOR,NO,YES
C-Amaro,Venezuela,809,2012,0.8,ITALY,3,NA,VENEZUELA,NO,YES
C-Amaro,Sao Tome,749,2011,0.78,ITALY,2.25,Forastero,SAO TOME,NO,NO
C-Amaro,Trinidad,765,2011,0.7,ITALY,2.5,Trinitario,TRINIDAD,NO,NO
Cao,Porcelana,1804,2016,0.75,U.S.A.,2.5,Criollo,VENEZUELA,NO,YES
Cao,Tanzania,1804,2016,0.73,U.S.A.,2.75,NA,TANZANIA,NO,NO
Cao,"Porcelana, Batch 5163",1804,2016,0.7,U.S.A.,3,Criollo,VENEZUELA,NO,YES
Cao,Bolivia,1808,2016,0.75,U.S.A.,3,NA,BOLIVIA,NO,YES
Cao,Brazil,1808,2016,0.7,U.S.A.,3.25,Trinitario,BRAZIL,NO,YES
Caoni (Tulicorp),Esmeraldas,237,2008,0.77,ECUADOR,2,Forastero (Arriba),ECUADOR,YES,YES
Caoni (Tulicorp),Manabi,237,2008,0.77,ECUADOR,2.5,Forastero (Arriba),ECUADOR,YES,YES
Caoni (Tulicorp),Los Rios,245,2008,0.77,ECUADOR,2.75,Forastero (Arriba),ECUADOR,YES,YES
Caoni (Tulicorp),Manabi,266,2008,0.55,ECUADOR,3,Forastero (Arriba),ECUADOR,YES,YES
Caoni (Tulicorp),Los Rios,269,2008,0.55,ECUADOR,3.25,Forastero (Arriba),ECUADOR,YES,YES
Caoni (Tulicorp),Esmeraldas,269,2008,0.55,ECUADOR,3.5,Forastero (Arriba),ECUADOR,YES,YES
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,0.7,NEW ZEALAND,3.5,Trinitario,PAPUA NEW GUINEA,NO,NO
Captain Pembleton,Kulili Estate,1263,2014,0.7,NEW ZEALAND,3.75,NA,PAPUA NEW GUINEA,NO,NO
Caribeans,"Antigua, Special Reserve",1582,2015,0.72,COSTA RICA,3.5,NA,GUATEMALA,NO,NO
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,0.72,COSTA RICA,3.25,NA,COSTA RICA,NO,NO
Caribeans,Anselmo Paraiso Estate,1586,2015,0.72,COSTA RICA,3.5,NA,COSTA RICA,NO,NO
Caribeans,Costa Rica,841,2012,0.72,COSTA RICA,3,Forastero,COSTA RICA,NO,NO
Caribeans,Costa Rica,845,2012,0.8,COSTA RICA,2.75,Forastero,COSTA RICA,NO,NO
Carlotta Chocolat,Arauca,1884,2016,0.65,COLOMBIA,3,Trinitario,COLOMBIA,YES,YES
Carlotta Chocolat,Tumaco,1888,2016,0.65,COLOMBIA,3.25,Trinitario,COLOMBIA,YES,YES
Carlotta Chocolat,Cordoba,1888,2016,0.65,COLOMBIA,3.25,Trinitario,COLOMBIA,YES,YES
Carlotta Chocolat,Huila,1888,2016,0.65,COLOMBIA,3.5,Trinitario,COLOMBIA,YES,YES
Carlotta Chocolat,Cesar,1888,2016,0.65,COLOMBIA,3.5,CCN51,COLOMBIA,YES,YES
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,0.72,U.S.A.,4,Trinitario,BELIZE,NO,NO
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,0.72,U.S.A.,3.5,Trinitario,HONDURAS,NO,NO
Castronovo,"Duarte, Batch 360",1570,2015,0.7,U.S.A.,3.75,"Criollo, Trinitario",DOMINCAN REPUBLIC,NO,NO
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,0.72,U.S.A.,3.5,NA,VENEZUELA,NO,YES
Castronovo,Sierra Nevada,1347,2014,0.72,U.S.A.,3.5,"Criollo, Trinitario",COLOMBIA,NO,YES
Castronovo,Arauca,1371,2014,0.76,U.S.A.,3.5,"Criollo, Trinitario",COLOMBIA,NO,YES
Castronovo,Elvesia P.,1407,2014,0.7,U.S.A.,2.75,Trinitario,DOMINICAN REPUBLIC,NO,NO
Castronovo,Bolivia,1101,2013,0.7,U.S.A.,3,Trinitario,BOLIVIA,NO,YES
Castronovo,Conacado,1101,2013,0.73,U.S.A.,3.5,Trinitario,DOMINICAN REPUBLIC,NO,NO
Castronovo,San Martin,1105,2013,0.7,U.S.A.,2.5,Criollo,PERU,NO,YES
Castronovo,"Guaniamo, Amazonas",1105,2013,0.7,U.S.A.,3.25,NA,VENEZUELA,NO,YES
Castronovo,Nicaragua,1109,2013,0.72,U.S.A.,3.25,Trinitario,NICARAGUA,NO,NO
Castronovo,Tumbes,1153,2013,0.7,U.S.A.,2.75,Criollo,PERU,NO,YES
Castronovo,Guaniamo,1153,2013,0.72,U.S.A.,3,NA,VENEZUELA,NO,YES
Cello,Ecuador,1247,2014,0.7,U.S.A.,2.5,NA,ECUADOR,NO,YES
Cello,Peru,1247,2014,0.7,U.S.A.,2.75,NA,PERU,NO,YES
Cello,Venezuela,1251,2014,0.7,U.S.A.,2.75,NA,VENEZUELA,NO,YES
Cello,Bolivia,1251,2014,0.7,U.S.A.,3,NA,BOLIVIA,NO,YES
Cemoi,Equateur,404,2009,0.72,FRANCE,2.75,NA,ECUADOR,NO,YES
Chaleur B,Uganda,1426,2014,0.7,CANADA,2.75,Forastero,UGANDA,NO,NO
Charm School,Maya Mtn,1900,2016,0.7,U.S.A.,3.25,NA,BELIZE,NO,NO
Chchukululu (Tulicorp),Arriba,486,2010,0.55,ECUADOR,2.75,Forastero (Arriba),ECUADOR,YES,YES
Chchukululu (Tulicorp),Los Rios,252,2008,0.75,ECUADOR,3,Forastero (Arriba),ECUADOR,YES,YES
Chequessett,la Amistad,1235,2014,0.7,U.S.A.,3.5,NA,COSTA RICA,NO,NO
Chloe Chocolat,Blend No. 1,672,2011,0.7,FRANCE,3.5,NA, ,NO,NO
Chocablog,Ecuador,1454,2015,0.7,U.K.,3.25,NA,ECUADOR,NO,YES
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,0.75,GERMANY,3,Trinitario,BELIZE,NO,NO
Choco Del Sol,Maya Mountain,1407,2014,0.82,GERMANY,3.25,Trinitario,BELIZE,NO,NO
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,0.7,SOUTH KOREA,2.75,Trinitario,VIETNAM,NO,NO
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,0.7,SOUTH KOREA,3.5,Trinitario,MALAYSIA,NO,NO
Chocolarder,Peru,1482,2015,0.65,U.K.,2.5,Criollo,PERU,NO,YES
Chocolarder,Peru + nibs,1482,2015,0.65,U.K.,2.75,Criollo,PERU,NO,YES
Chocolarder,Dominican Republic,1514,2015,0.8,U.K.,2.5,NA,DOMINICAN REPUBLIC,NO,NO
Chocola'te,Madagascar,647,2011,0.7,U.S.A.,3.75,Trinitario,MADAGASCAR,NO,NO
Chocola'te,Venezuela,647,2011,0.68,U.S.A.,3.75,NA,VENEZUELA,NO,YES
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,0.9,U.S.A.,2.5,NA,PERU,NO,YES
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,0.8,U.S.A.,2.5,NA, ,NO,NO
Chocolate Con Amor,Wild Bolivian,1760,2016,0.7,U.S.A.,2.5,NA,BOLIVIA,NO,YES
Chocolate Con Amor,Uganda,1760,2016,0.7,U.S.A.,2.75,NA,UGANDA,NO,NO
Chocolate Con Amor,Dominican Republic,1764,2016,0.6,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Chocolate Con Amor,Dominican Republic,1764,2016,0.75,U.S.A.,3,NA,DOMINICAN REPUBLIC,NO,NO
Chocolate Con Amor,Ocumare,1764,2016,0.8,U.S.A.,3,Criollo (Ocumare),VENEZUELA,NO,YES
Chocolate Con Amor,Ecuador,1764,2016,0.7,U.S.A.,3.25,NA,ECUADOR,NO,YES
Chocolate Con Amor,Nicaragua,1768,2016,0.8,U.S.A.,2.75,NA,NICARAGUA,NO,NO
Chocolate Conspiracy,Peru,1259,2014,0.74,U.S.A.,2.75,NA,PERU,NO,YES
Chocolate Makers,Tres Hombres,1530,2015,0.75,AMSTERDAM,3.25,Trinitario,DOMINICAN REPUBLIC,NO,NO
Chocolate Makers,"Congo, Gorilla bar",1530,2015,0.68,AMSTERDAM,3.5,Forastero,CONGO,NO,NO
Chocolate Makers,"Peru, Awagum bar",1530,2015,0.8,AMSTERDAM,3.75,Criollo,PERU,NO,YES
"Chocolate Tree, The",Maranon,1582,2015,0.69,SCOTLAND,3.75,Forastero (Nacional),PERU,NO,YES
"Chocolate Tree, The",Carenero Superior,1582,2015,0.8,SCOTLAND,3.75,Trinitario,VENEZUELA,NO,YES
"Chocolate Tree, The",Peru,1121,2013,0.7,SCOTLAND,3.75,Forastero (Nacional),PERU,NO,YES
"Chocolate Tree, The",Ecuador,919,2012,0.82,SCOTLAND,2.5,Forastero (Arriba),ECUADOR,NO,YES
"Chocolate Tree, The",Peru,919,2012,0.68,SCOTLAND,2.75,Criollo,PERU,NO,YES
"Chocolate Tree, The",Madagascar,919,2012,0.72,SCOTLAND,3.25,Criollo,MADAGASCAR,NO,NO
Chocolats Privilege,Xoconusco,1219,2014,0.7,CANADA,2.5,Criollo,MEXICO,NO,NO
ChocoReko,Patanemo,1454,2015,0.77,JAPAN,3,Criollo,VENEZUELA,NO,YES
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,0.65,CANADA,3.25,NA,MEXICO,NO,NO
Chocovic,Xoconusco,478,2010,0.71,SPAIN,3.25,Criollo,MEXICO,NO,NO
Chocovic,Sambirano,478,2010,0.71,SPAIN,3.5,Trinitario,MADAGASCAR,NO,NO
Chocovic,Kendari,439,2009,0.6,SPAIN,3.25,NA, ,NO,NO
Chocovic,Tarakan,439,2009,0.75,SPAIN,3.25,NA, ,NO,NO
Chocovic,Ocumare,209,2008,0.71,SPAIN,3.5,Criollo,VENEZUELA,NO,YES
Chocovic,"Bolivar, Guaranda",117,2007,0.71,SPAIN,2.5,Forastero (Arriba),ECUADOR,NO,YES
Chocovic,Guyave,117,2007,0.71,SPAIN,2.5,Trinitario,GRENADA,NO,NO
Chocovic,Maragda,117,2007,0.7,SPAIN,3,Blend, ,NO,NO
Chocovivo,Tabasco,1522,2015,0.65,U.S.A.,2.5,Trinitario,MEXICO,NO,NO
Chocovivo,Tabasco,1522,2015,0.75,U.S.A.,2.5,Trinitario,MEXICO,NO,NO
Choklat,Ocumare,377,2009,0.8,CANADA,2.5,Criollo,VENEZUELA,NO,YES
Choklat,"Porcelana, Tabasco",377,2009,0.7,CANADA,2.75,Criollo,MEXICO,NO,NO
Choklat,Brazilian,377,2009,0.7,CANADA,3,NA,BRAZIL,NO,YES
Choklat,Brazilian,377,2009,0.8,CANADA,3,NA,BRAZIL,NO,YES
Choklat,Ocumare,377,2009,0.7,CANADA,3,Criollo,VENEZUELA,NO,YES
Chokolat Elot (Girard),Guadeloupe,1149,2013,0.42,MARTINIQUE,2.75,NA,MARTINIQUE,NO,NO
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,0.75,CANADA,3.25,NA,MEXICO,NO,NO
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,0.68,CANADA,3.75,Forastero (Nacional),PERU,NO,YES
Chuao Chocolatier,Choroni,445,2009,0.61,U.S.A.,3,Criollo,VENEZUELA,NO,YES
Chuao Chocolatier (Pralus),Chuao,486,2010,0.77,U.S.A.,2.75,Trinitario,VENEZUELA,NO,YES
Claudio Corallo,Terreiro Velho P.,470,2010,0.735,SAO TOME,3.75,Forastero,SAO TOME & PRINCIPE,NO,NO
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,0.8,SAO TOME,3,Forastero,SAO TOME & PRINCIPE,NO,NO
Claudio Corallo,Terreiro Velho P.,227,2008,0.75,SAO TOME,4,Forastero,SAO TOME & PRINCIPE,NO,NO
Claudio Corallo,Principe,252,2008,1,SAO TOME,1,Forastero,SAO TOME & PRINCIPE,NO,NO
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,0.73,U.S.A.,3.5,NA,ECUADOR,NO,YES
Coleman & Davis,Sambirano,1646,2015,0.75,U.S.A.,3,Trinitario,MADAGASCAR,NO,NO
Compania de Chocolate (Salgado),Sur del Lago,579,2010,0.7,ARGENTINA,3.25,NA,VENEZUELA,YES,YES
Compania de Chocolate (Salgado),Carenero Superior,292,2008,0.8,ARGENTINA,2.75,Trinitario,VENEZUELA,YES,YES
Compania de Chocolate (Salgado),Moxos,292,2008,0.72,ARGENTINA,3.25,NA,BOLIVIA,YES,YES
Compania de Chocolate (Salgado),Ocumare,292,2008,0.7,ARGENTINA,3.75,Criollo,VENEZUELA,YES,YES
Compania de Chocolate (Salgado),Esmeraldas,296,2008,0.88,ARGENTINA,2.75,Forastero (Nacional),ECUADOR,YES,YES
Condor,Camino Verde,1630,2015,0.76,U.S.A.,3.5,NA,ECUADOR,NO,YES
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,0.78,U.S.A.,2.75,Trinitario,VIETNAM,NO,NO
Coppeneur,"Ecuador, Puristique",1169,2013,0.65,GERMANY,3.25,Forastero (Nacional),ECUADOR,NO,YES
Coppeneur,Ghana Puristique,813,2012,0.85,GERMANY,3.5,Forastero,GHANA,NO,NO
Coppeneur,Ecuador Puristique,817,2012,1,GERMANY,1.5,NA,ECUADOR,NO,YES
Coppeneur,Uba Budo,821,2012,0.72,GERMANY,3.75,Forastero,SAO TOME & PRINCIPE,NO,NO
Coppeneur,Madagascar,959,2012,0.7,GERMANY,3.5,Trinitario,MADAGASCAR,NO,NO
Coppeneur,Grenada,470,2010,0.72,GERMANY,3.25,Trinitario,GRENADA,NO,NO
Coppeneur,Chuao,478,2010,0.7,GERMANY,3,Trinitario,VENEZUELA,NO,YES
Coppeneur,"Los Rios, H. Iara",558,2010,0.72,GERMANY,2.5,Nacional,ECUADOR,NO,YES
Coppeneur,Trinidad,558,2010,0.72,GERMANY,3,Trinitario,TRINIDAD,NO,NO
Coppeneur,Jamaica,558,2010,0.72,GERMANY,3.25,Trinitario,JAMAICA,NO,NO
Coppeneur,Ocumare 61,558,2010,0.72,GERMANY,3.25,Criollo (Ocumare 61),VENEZUELA,NO,YES
Coppeneur,"Porcelana, Apotequil",341,2009,0.72,GERMANY,3,Criollo,PERU,NO,YES
Coppeneur,"Porcelana, Apotequil",445,2009,0.62,GERMANY,3.25,Criollo,PERU,NO,YES
Coppeneur,Chuao 100hr,451,2009,0.7,GERMANY,3.5,"Criollo, Trinitario",VENEZUELA,NO,YES
Coppeneur,Chuao 70hr,451,2009,0.7,GERMANY,3.75,"Criollo, Trinitario",VENEZUELA,NO,YES
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,0.72,GERMANY,3,Criollo,MEXICO,NO,NO
Coppeneur,"Porcelana, Venezuela",220,2008,0.72,GERMANY,3,Criollo (Porcelana),VENEZUELA,NO,YES
Coppeneur,"Sambirano, Menava P.",196,2007,0.72,GERMANY,3,Trinitario,MADAGASCAR,NO,NO
Cote d' Or (Kraft),Sensations Intense,48,2006,0.7,BELGIUM,1,NA, ,NO,NO
Cravve,New Ireland,1283,2014,0.7,AUSTRALIA,2.5,Forastero,PAPUA NEW GUINEA,NO,NO
Cravve,"Vanuatu, batch 2410",1335,2014,0.83,AUSTRALIA,2.75,Trinitario,VANUATU,NO,NO
Cravve,"Tanzania, batch a1",971,2012,0.75,AUSTRALIA,3.25,Forastero,TANZANIA,NO,NO
Cravve,"Bahia, batch a1213",975,2012,0.65,AUSTRALIA,3.25,Trinitario,BRAZIL,NO,YES
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,0.67,AUSTRALIA,3.25,Trinitario,FIJI,NO,NO
Cravve,Vanuatu,975,2012,0.64,AUSTRALIA,3.25,Trinitario,VANUATU,NO,NO
Cravve,Djual Island,975,2012,0.75,AUSTRALIA,3.5,Forastero,PAPUA NEW GUINEA,NO,NO
Creo,"""heirloom"", Arriba Nacional",1736,2016,0.85,U.S.A.,3.25,Forastero (Nacional),ECUADOR,NO,YES
Creo,"""heirloom"", Arriba Nacional",1736,2016,0.73,U.S.A.,3.75,Forastero (Nacional),ECUADOR,NO,YES
Daintree,Goodman Estate,1654,2015,0.7,AUSTRALIA,2.75,NA,AUSTRALIA,NO,NO
Daintree,"Daintree Estates, N. Queensland",785,2011,0.7,AUSTRALIA,3.25,NA,AUSTRALIA,NO,NO
Dalloway,"Dominican Republic, batch 7",1928,2017,0.72,U.S.A.,2.75,NA,DOMINICAN REPUBLIC,NO,NO
Damson,Robson Estate,1610,2015,0.7,U.K.,3,Trinitario,TRINIDAD,NO,NO
Damson,Los Rios,1610,2015,0.7,U.K.,3.5,NA,ECUADOR,NO,YES
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,0.7,U.K.,2.25,NA,GRENADA,NO,NO
Damson,O'Payo,1666,2015,0.7,U.K.,2.75,NA,NICARAGUA,NO,NO
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,0.7,U.S.A.,3.75,NA, ,NO,NO
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,0.7,U.S.A.,3,Trinitario,BELIZE,NO,NO
Dandelion,Maya Mountain,1219,2014,0.7,U.S.A.,3.5,Trinitario,BELIZE,NO,NO
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,0.7,U.S.A.,3.5,NA,ECUADOR,NO,YES
Dandelion,Buto,1303,2014,0.7,U.S.A.,2.75,NA,LIBERIA,NO,NO
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,0.7,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,0.7,U.S.A.,2.75,NA,VENEZUELA,NO,YES
Dandelion,Patanemo,1026,2013,0.7,U.S.A.,3.25,NA,VENEZUELA,NO,YES
Dandelion,"Mantuano, 2012",1085,2013,0.7,U.S.A.,3.5,NA,VENEZUELA,NO,YES
Dandelion,Papua New Guinea,1153,2013,0.7,U.S.A.,3.5,NA,PAPUA NEW GUINEA,NO,NO
Dandelion,Upala,805,2012,0.7,U.S.A.,3,NA,COSTA RICA,NO,NO
Dandelion,Colombian,805,2012,0.7,U.S.A.,3.25,NA,COLOMBIA,NO,YES
Dandelion,"Elvesia, 2011",915,2012,0.7,U.S.A.,3.75,NA,DOMINICAN REPUBLIC,NO,NO
Dandelion,Dominican Republic,654,2011,0.7,U.S.A.,3.25,NA,DOMINICAN REPUBLIC,NO,NO
Dandelion,Madagascar,654,2011,0.7,U.S.A.,3.25,Trinitario,MADAGASCAR,NO,NO
Dandelion,Tanzania,654,2011,0.7,U.S.A.,3.25,NA,TANZANIA,NO,NO
Danta,Los Ujuxtes,1223,2014,0.82,GUATEMALA,3.25,NA,GUATEMALA,NO,NO
Danta,Chuao,987,2012,0.75,GUATEMALA,3,Trinitario,VENEZUELA,NO,YES
Danta,Los Ujuxtes,987,2012,0.7,GUATEMALA,3.75,NA,GUATEMALA,NO,NO
Danta,Sambirano,987,2012,0.7,GUATEMALA,3.75,Trinitario,MADAGASCAR,NO,NO
Danta,Las Acacias E.,987,2012,0.7,GUATEMALA,4,Criollo,GUATEMALA,NO,NO
